problemId,tags,rating,name,solved,games,2-sat,rank,dfs and similar,divide and conquer,string suffix structures,implementation,dsu,expression parsing,data structures,brute force,binary search,trees,hashing,strings,flows,meet-in-the-middle,shortest paths,graphs,graph matchings,dp,ternary search,probabilities,bitmasks,*special,two pointers,interactive,math,matrices,number theory,constructive algorithms,geometry,combinatorics,chinese remainder theorem,greedy,schedules,sortings,fft
1420:D,combinatorics+data structures+sortings,1800.0,Rescue Nibel!,6469,False,False,expert,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1420:C2,data structures+divide and conquer+dp+greedy+implementation,2100.0,Pokémon Army (hard version),4004,False,False,master,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1420:C1,constructive algorithms+dp+greedy,1300.0,Pokémon Army (easy version),15203,False,False,novice,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1420:B,bitmasks+math,1200.0,Rock and Lever,19226,False,False,novice,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1420:A,math+sortings,900.0,Cubes Sorting,21118,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1419:F,binary search+data structures+dfs and similar+dsu+graphs+implementation,2800.0,Rain of Fire,412,False,False,grandmaster,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1419:E,constructive algorithms+implementation+math+number theory,2100.0,Decryption,2908,False,False,master,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
1419:D2,binary search+brute force+constructive algorithms+greedy+sortings+two pointers,1500.0,Sage's Birthday (hard version),12846,False,False,specialist,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
1419:D1,binary search+constructive algorithms+greedy+sortings,1000.0,Sage's Birthday (easy version),20579,False,False,pupil,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1419:C,greedy+implementation+math,1500.0,Killjoy,13472,False,False,specialist,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1419:B,brute force+constructive algorithms+greedy+implementation+math,1200.0,Stairs,14881,False,False,novice,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1419:A,games+greedy+implementation,900.0,Digit Game,18119,True,False,pupil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1418:G,data structures+divide and conquer+hashing+two pointers,2500.0,Three Occurrences,1116,False,False,grandmaster,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1418:F,data structures+math+number theory+two pointers,3000.0,Equal Product,295,False,False,grandmaster,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
1418:E,binary search+combinatorics+probabilities,2400.0,Expected Damage,1534,False,False,grandmaster,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1418:D,data structures+implementation,2100.0,Trash Problem,3831,False,False,master,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1418:C,dp+graphs+greedy+shortest paths,1500.0,Mortal Kombat Tower,14429,False,False,specialist,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1418:B,greedy+sortings,1300.0,Negative Prefixes,15048,False,False,novice,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1418:A,math,1000.0,Buying Torches,18894,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1417:B,greedy+math+sortings,1100.0,Two Arrays,13623,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1417:A,greedy+math,800.0,Copy-paste,17521,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1416:F,flows+graph matchings+greedy+implementation,3300.0,Showing Off,188,False,False,grandmaster,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1416:E,binary search+data structures+dp+greedy,3200.0,Split,189,False,False,grandmaster,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1416:D,data structures+dsu+graphs+implementation+trees,2600.0,Graph and Queries,1412,False,False,grandmaster,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1416:C,bitmasks+data structures+divide and conquer+dp+greedy+math+sortings+strings+trees,2000.0,XOR Inverse,3563,False,False,candidate master,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1416:B,constructive algorithms+greedy+math,2000.0,Make Them Equal,5312,False,False,candidate master,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1416:A,binary search+data structures+implementation+two pointers,1500.0,k-Amazing Numbers,10578,False,False,specialist,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1415:F,dp,2900.0,Cakes for Clones,324,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1415:E,constructive algorithms+greedy+math,2200.0,New Game Plus!,2243,False,False,master,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1415:D,bitmasks+brute force+constructive algorithms,2000.0,XOR-gun,4490,False,False,candidate master,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1415:C,brute force+dp+implementation,1400.0,Bouncing Ball,9721,False,False,specialist,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1415:B,brute force+brute force+greedy,1100.0,Repainting Street,11353,False,False,pupil,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1415:A,brute force+math,800.0,Prison Break,14398,False,False,pupil,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1413:F,data structures+trees,2800.0,Roads and Ramen,570,False,False,grandmaster,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1413:E,greedy+math+ternary search,2100.0,Solo mid Oracle,1734,False,False,master,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1413:D,data structures+greedy+implementation,1700.0,Shurikens,5855,False,False,expert,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1413:C,binary search+brute force+dp+implementation+sortings+two pointers,1900.0,Perform Easily,5040,False,False,candidate master,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1413:B,implementation,1100.0,A New Technique,11092,False,False,pupil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1413:A,constructive algorithms+math,800.0,Finding Sasuke,14130,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1411:G,bitmasks+games+math+matrices,2700.0,No Game No Life,481,True,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
1411:F,greedy+math,3000.0,The Thorny Path,254,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1411:E,bitmasks+greedy+math+strings,2300.0,Poman Numbers,1425,False,False,master,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1411:D,brute force+greedy+implementation+strings,2100.0,Grime Zoo,2219,False,False,master,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1411:C,dfs and similar+dsu+graphs,1700.0,Peaceful Rooks,7062,False,False,expert,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1411:B,brute force+number theory,1000.0,Fair Numbers,15585,False,False,pupil,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1411:A,implementation,800.0,In-game Chat,19255,False,False,pupil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1409:F,dp+strings,2100.0,Subsequences of Length Two,3722,False,False,master,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1409:E,binary search+dp+sortings+two pointers,1800.0,Two Platforms,6791,False,False,expert,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1409:D,greedy+math,1500.0,Decrease the Sum of Digits,16421,False,False,specialist,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1409:C,brute force+math+number theory,1200.0,Yet Another Array Restoration,20764,False,False,novice,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1409:B,brute force+greedy+math,1100.0,Minimum Product,25532,False,False,pupil,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1409:A,greedy+math,800.0,Yet Another Two Integers Problem,50018,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1408:I,dp+math,3200.0,Bitwise Magic,137,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1408:H,binary search+data structures+flows+greedy,3300.0,Rainbow Triples,224,False,False,grandmaster,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1408:G,combinatorics+dp+dsu+fft+graphs+trees,2700.0,Clusterization Counting,659,False,False,grandmaster,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1408:F,constructive algorithms+divide and conquer,2300.0,Two Different,2050,False,False,master,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1408:E,data structures+dsu+graphs+greedy+sortings+trees,2400.0,Avoid Rainbow Cycles,1680,False,False,grandmaster,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1408:D,binary search+brute force+data structures+dp+implementation+sortings+two pointers,2000.0,Searchlights,3843,False,False,candidate master,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1408:C,binary search+dp+implementation+math+two pointers,1500.0,Discrete Acceleration,8074,False,False,specialist,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1408:B,constructive algorithms+greedy+math,1400.0,Arrays Sum,9063,False,False,specialist,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1408:A,constructive algorithms,800.0,Circle Coloring,12090,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1407:E,constructive algorithms+dfs and similar+dp+graphs+greedy+shortest paths,2500.0,Egor in the Republic of Dagestan,1370,False,False,grandmaster,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1407:D,data structures+dp+graphs,2200.0,Discrete Centrifugal Jumps,4039,False,False,master,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1407:C,constructive algorithms+interactive+math+two pointers,1600.0,Chocolate Bunny,10240,False,False,expert,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False
1407:B,brute force+greedy+math+number theory,1300.0,Big Vova,15343,False,False,novice,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1407:A,constructive algorithms+math,1100.0,Ahahahahahahahaha,18759,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1406:E,interactive+math+number theory,2600.0,Deleting Numbers,1286,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
1406:D,constructive algorithms+data structures+greedy+math,2200.0,Three Sequences,3083,False,False,master,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1406:C,constructive algorithms+dfs and similar+graphs+trees,1700.0,Link Cut Centroids,8693,False,False,expert,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1406:B,brute force+dp+greedy+implementation+sortings,1200.0,Maximum Product,19456,False,False,novice,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1406:A,greedy+implementation+math,900.0,Subset Mex,19703,False,False,pupil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1405:B,constructive algorithms+implementation,1000.0,Array Cancellation,19294,False,False,pupil,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1405:A,constructive algorithms,800.0,Permutation Forgery,20659,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1404:E,flows+graph matchings+graphs,2800.0,Bricks,833,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1404:D,constructive algorithms+dfs and similar+interactive+math+number theory,2800.0,Game of Pairs,788,False,False,grandmaster,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
1404:C,binary search+constructive algorithms+data structures+greedy+two pointers,2300.0,Fixed Point Removal,2242,False,False,master,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1404:B,dfs and similar+dp+games+trees,1900.0,Tree Tag,6352,True,False,candidate master,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1404:A,implementation+strings,1500.0,Balanced Bitstring,13557,False,False,specialist,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1403:C,*special+combinatorics+dp+implementation+math,3200.0,Chess Rush,38,False,False,grandmaster,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
1403:B,*special+data structures+dfs and similar+graphs+trees,2300.0,Spring cleaning,333,False,False,master,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1403:A,*special+2-sat+binary search+data structures+graphs+interactive+sortings+two pointers,2400.0,The Potion of Great Power,268,False,True,grandmaster,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
1402:C,*special+combinatorics+dfs and similar+dp+games+graphs+matrices+trees,2600.0,Star Trek,166,True,False,grandmaster,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
1402:B,*special+geometry+sortings,2900.0,Roads,92,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1402:A,*special+data structures+dsu+implementation+math+sortings,1800.0,Fancy Fence,987,False,False,expert,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1401:F,binary search+bitmasks+data structures,2400.0,Reverse and Swap,1279,False,False,grandmaster,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1401:E,data structures+geometry+implementation+sortings,2400.0,Divide Square,1939,False,False,grandmaster,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1401:D,dfs and similar+dp+greedy+implementation+math+number theory+sortings+trees,1800.0,Maximum Distributed Tree,7893,False,False,expert,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
1401:C,constructive algorithms+math+number theory+sortings,1300.0,Mere Array,20721,False,False,novice,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False
1401:B,constructive algorithms+greedy+math,1100.0,Ternary Sequence,19794,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1401:A,constructive algorithms+math,900.0,Distance and Axis,24730,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1400:G,bitmasks+brute force+combinatorics+dp+dsu+math+two pointers,2600.0,Mercenaries,733,False,False,grandmaster,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1400:F,brute force+dfs and similar+dp+string suffix structures+strings,2800.0,x-prime Substrings,574,False,False,grandmaster,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1400:E,data structures+divide and conquer+dp+greedy,2200.0,Clear the Multiset,4365,False,False,master,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1400:D,brute force+combinatorics+data structures+math+two pointers,1900.0,Zigzags,8535,False,False,candidate master,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1400:C,2-sat+brute force+constructive algorithms+greedy,1500.0,Binary String Reconstruction,15212,False,True,specialist,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1400:B,brute force+greedy+math,1700.0,RPG Protagonist,10188,False,False,expert,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1400:A,constructive algorithms+strings,800.0,String Similarity,25142,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1399:F,data structures+dp+graphs+sortings,2300.0,Yet Another Segments Subset,1362,False,False,master,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1399:E2,binary search+dfs and similar+greedy+sortings+trees+two pointers,2200.0,Weights Division (hard version),2019,False,False,master,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1399:E1,data structures+dfs and similar+greedy+trees,2000.0,Weights Division (easy version),5175,False,False,candidate master,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1399:D,constructive algorithms+data structures+greedy+implementation,1500.0,Binary String To Subsequences,15823,False,False,specialist,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1399:C,brute force+greedy+two pointers,1200.0,Boats Competition,24370,False,False,novice,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1399:B,greedy,800.0,Gifts Fixing,37725,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1399:A,greedy+sortings,800.0,Remove Smallest,49838,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1398:G,bitmasks+fft+math+number theory,2600.0,Running Competition,637,False,False,grandmaster,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1398:F,binary search+data structures+dp+greedy+two pointers,2500.0,Controversial Rounds,952,False,False,grandmaster,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1398:E,binary search+data structures+greedy+implementation+math+sortings,2200.0,Two Types of Spells,2010,False,False,master,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1398:D,dp+greedy+sortings,1800.0,Colored Rectangles,9882,False,False,expert,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1398:C,data structures+dp+math,1600.0,Good Subarrays,18709,False,False,expert,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1398:B,games+greedy+sortings,800.0,Substring Removal Game,22770,True,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1398:A,geometry+math,800.0,Bad Triangle,25267,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1397:B,brute force+math+number theory+sortings,1500.0,Power Sequence,13264,False,False,specialist,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
1397:A,greedy+strings,800.0,Juggling Letters,26088,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1396:E,constructive algorithms+dfs and similar+trees,3200.0,Distance Matching,260,False,False,grandmaster,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1396:D,data structures+sortings+two pointers,3300.0,Rainbow Rectangles,248,False,False,grandmaster,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1396:C,dp+greedy+implementation,2300.0,Monster Invaders,2170,False,False,master,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1396:B,brute force+constructive algorithms+games+greedy,1800.0,Stoned Game,9596,True,False,expert,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1396:A,constructive algorithms+greedy+number theory,1600.0,Multiples of Length,13415,False,False,expert,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
1395:C,bitmasks+brute force+dp+greedy,1600.0,Boboniu and Bit Operations,12043,False,False,expert,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1395:B,constructive algorithms,1100.0,Boboniu Plays Chess,15343,False,False,pupil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
